Year,District,Crime_Type,Count
2017,Tenkasi,Cyber Crime,950
2017,Tenkasi,Road Accident Deaths,211
2017,Tenkasi,Economic Crime,1100
2017,TOTAL,Murder,330
2017,TOTAL,Assault,1150
2017,TOTAL,Theft,1150
2017,TOTAL,Robbery,330
2017,TOTAL,Kidnapping,330
2017,TOTAL,Cyber Crime,950
2017,TOTAL,Road Accident Deaths,13862
2017,TOTAL,Economic Crime,1100
2018,Ariyalur,Murder,340
2018,Ariyalur,Assault,1200
2018,Ariyalur,Theft,1200
2018,Ariyalur,Robbery,340
2018,Ariyalur,Kidnapping,340
2018,Ariyalur,Cyber Crime,1100
2018,Ariyalur,Road Accident Deaths,154
2018,Ariyalur,Economic Crime,1200
2018,Chennai,Murder,340
2018,Chennai,Assault,1200
2018,Chennai,Theft,1200
2018,Chennai,Robbery,340
2018,Chennai,Kidnapping,340
2018,Chennai,Cyber Crime,1100
2018,Chennai,Road Accident Deaths,936
2018,Chennai,Economic Crime,1200
2018,Coimbatore,Murder,340
2018,Coimbatore,Assault,1200
2018,Coimbatore,Theft,1200
2018,Coimbatore,Robbery,340
2018,Coimbatore,Kidnapping,340
2018,Coimbatore,Cyber Crime,1100
2018,Coimbatore,Road Accident Deaths,569
2018,Coimbatore,Economic Crime,1200
2018,Coimbatore  City,Murder,340
2018,Coimbatore  City,Assault,1200
2018,Coimbatore  City,Theft,1200
2018,Coimbatore  City,Robbery,340
2018,Coimbatore  City,Kidnapping,340
2018,Coimbatore  City,Cyber Crime,1100
2018,Coimbatore  City,Road Accident Deaths,222
2018,Coimbatore  City,Economic Crime,1200
2018,Cuddalore,Murder,340
2018,Cuddalore,Assault,1200
2018,Cuddalore,Theft,1200
2018,Cuddalore,Robbery,340
2018,Cuddalore,Kidnapping,340
2018,Cuddalore,Cyber Crime,1100
2018,Cuddalore,Road Accident Deaths,504
2018,Cuddalore,Economic Crime,1200
2018,Dharmapuri,Murder,340
2018,Dharmapuri,Assault,1200
2018,Dharmapuri,Theft,1200
2018,Dharmapuri,Robbery,340
2018,Dharmapuri,Kidnapping,340
2018,Dharmapuri,Cyber Crime,1100
2018,Dharmapuri,Road Accident Deaths,295
2018,Dharmapuri,Economic Crime,1200
2018,Dindigul,Murder,340
2018,Dindigul,Assault,1200
2018,Dindigul,Theft,1200
2018,Dindigul,Robbery,340
2018,Dindigul,Kidnapping,340
2018,Dindigul,Cyber Crime,1100
2018,Dindigul,Road Accident Deaths,488
2018,Dindigul,Economic Crime,1200
2018,Erode,Murder,340
2018,Erode,Assault,1200
2018,Erode,Theft,1200
2018,Erode,Robbery,340
2018,Erode,Kidnapping,340
2018,Erode,Cyber Crime,1100
2018,Erode,Road Accident Deaths,474
2018,Erode,Economic Crime,1200
2018,Kanchipuram,Murder,340
2018,Kanchipuram,Assault,1200
2018,Kanchipuram,Theft,1200
2018,Kanchipuram,Robbery,340
2018,Kanchipuram,Kidnapping,340
2018,Kanchipuram,Cyber Crime,1100
2018,Kanchipuram,Road Accident Deaths,223
2018,Kanchipuram,Economic Crime,1200
2018,Kanyakumari,Murder,340
2018,Kanyakumari,Assault,1200
2018,Kanyakumari,Theft,1200
2018,Kanyakumari,Robbery,340
2018,Kanyakumari,Kidnapping,340
2018,Kanyakumari,Cyber Crime,1100
2018,Kanyakumari,Road Accident Deaths,294
2018,Kanyakumari,Economic Crime,1200
2018,Karur,Murder,340
2018,Karur,Assault,1200
2018,Karur,Theft,1200
2018,Karur,Robbery,340
2018,Karur,Kidnapping,340
2018,Karur,Cyber Crime,1100
2018,Karur,Road Accident Deaths,377
2018,Karur,Economic Crime,1200
2018,Krishnagiri,Murder,340
2018,Krishnagiri,Assault,1200
2018,Krishnagiri,Theft,1200
2018,Krishnagiri,Robbery,340
2018,Krishnagiri,Kidnapping,340
2018,Krishnagiri,Cyber Crime,1100
2018,Krishnagiri,Road Accident Deaths,521
2018,Krishnagiri,Economic Crime,1200
2018,Madurai,Murder,340
2018,Madurai,Assault,1200
2018,Madurai,Theft,1200
2018,Madurai,Robbery,340
2018,Madurai,Kidnapping,340
2018,Madurai,Cyber Crime,1100
2018,Madurai,Road Accident Deaths,507
2018,Madurai,Economic Crime,1200
2018,Madurai City,Murder,340
2018,Madurai City,Assault,1200
2018,Madurai City,Theft,1200
2018,Madurai City,Robbery,340
2018,Madurai City,Kidnapping,340
2018,Madurai City,Cyber Crime,1100
2018,Madurai City,Road Accident Deaths,145
2018,Madurai City,Economic Crime,1200
2018,Nagapattinam,Murder,340
2018,Nagapattinam,Assault,1200
2018,Nagapattinam,Theft,1200
2018,Nagapattinam,Robbery,340
2018,Nagapattinam,Kidnapping,340
2018,Nagapattinam,Cyber Crime,1100
2018,Nagapattinam,Road Accident Deaths,211
2018,Nagapattinam,Economic Crime,1200
2018,Namakkal,Murder,340
2018,Namakkal,Assault,1200
2018,Namakkal,Theft,1200
2018,Namakkal,Robbery,340
2018,Namakkal,Kidnapping,340
2018,Namakkal,Cyber Crime,1100
2018,Namakkal,Road Accident Deaths,396
2018,Namakkal,Economic Crime,1200
2018,Nilgiris,Murder,340
2018,Nilgiris,Assault,1200
2018,Nilgiris,Theft,1200
2018,Nilgiris,Robbery,340
2018,Nilgiris,Kidnapping,340
2018,Nilgiris,Cyber Crime,1100
2018,Nilgiris,Road Accident Deaths,30
2018,Nilgiris,Economic Crime,1200
2018,Perambalur,Murder,340
2018,Perambalur,Assault,1200
2018,Perambalur,Theft,1200
2018,Perambalur,Robbery,340
2018,Perambalur,Kidnapping,340
2018,Perambalur,Cyber Crime,1100
2018,Perambalur,Road Accident Deaths,157
2018,Perambalur,Economic Crime,1200
2018,Pudukottai,Murder,340
2018,Pudukottai,Assault,1200
2018,Pudukottai,Theft,1200
2018,Pudukottai,Robbery,340
2018,Pudukottai,Kidnapping,340
2018,Pudukottai,Cyber Crime,1100
2018,Pudukottai,Road Accident Deaths,345
2018,Pudukottai,Economic Crime,1200
2018,Ramnathapuram,Murder,340
2018,Ramnathapuram,Assault,1200
2018,Ramnathapuram,Theft,1200
2018,Ramnathapuram,Robbery,340
2018,Ramnathapuram,Kidnapping,340
2018,Ramnathapuram,Cyber Crime,1100
2018,Ramnathapuram,Road Accident Deaths,305
2018,Ramnathapuram,Economic Crime,1200
2018,Railway Chennai,Murder,340
2018,Railway Chennai,Assault,1200
2018,Railway Chennai,Theft,1200
2018,Railway Chennai,Robbery,340
2018,Railway Chennai,Kidnapping,340
2018,Railway Chennai,Cyber Crime,1100
2018,Railway Chennai,Road Accident Deaths,0
2018,Railway Chennai,Economic Crime,1200
2018,Railway Trichy,Murder,340
2018,Railway Trichy,Assault,1200
2018,Railway Trichy,Theft,1200
2018,Railway Trichy,Robbery,340
2018,Railway Trichy,Kidnapping,340
2018,Railway Trichy,Cyber Crime,1100
2018,Railway Trichy,Road Accident Deaths,0
2018,Railway Trichy,Economic Crime,1200
2018,Salem,Murder,340
2018,Salem,Assault,1200
2018,Salem,Theft,1200
2018,Salem,Robbery,340
2018,Salem,Kidnapping,340
2018,Salem,Cyber Crime,1100
2018,Salem,Road Accident Deaths,536
2018,Salem,Economic Crime,1200
2018,Salem City,Murder,340
2018,Salem City,Assault,1200
2018,Salem City,Theft,1200
2018,Salem City,Robbery,340
2018,Salem City,Kidnapping,340
2018,Salem City,Cyber Crime,1100
2018,Salem City,Road Accident Deaths,141
2018,Salem City,Economic Crime,1200
2018,Sivagangai,Murder,340
2018,Sivagangai,Assault,1200
2018,Sivagangai,Theft,1200
2018,Sivagangai,Robbery,340
2018,Sivagangai,Kidnapping,340
2018,Sivagangai,Cyber Crime,1100
2018,Sivagangai,Road Accident Deaths,307
2018,Sivagangai,Economic Crime,1200
2018,Thanjavur,Murder,340
2018,Thanjavur,Assault,1200
2018,Thanjavur,Theft,1200
2018,Thanjavur,Robbery,340
2018,Thanjavur,Kidnapping,340
2018,Thanjavur,Cyber Crime,1100
2018,Thanjavur,Road Accident Deaths,399
2018,Thanjavur,Economic Crime,1200
2018,Theni,Murder,340
2018,Theni,Assault,1200
2018,Theni,Theft,1200
2018,Theni,Robbery,340
2018,Theni,Kidnapping,340
2018,Theni,Cyber Crime,1100
2018,Theni,Road Accident Deaths,216
2018,Theni,Economic Crime,1200
2018,Thirunelveli,Murder,340
2018,Thirunelveli,Assault,1200
2018,Thirunelveli,Theft,1200
2018,Thirunelveli,Robbery,340
2018,Thirunelveli,Kidnapping,340
2018,Thirunelveli,Cyber Crime,1100
2018,Thirunelveli,Road Accident Deaths,254
2018,Thirunelveli,Economic Crime,1200
2018,Thirunelveli City,Murder,340
2018,Thirunelveli City,Assault,1200
2018,Thirunelveli City,Theft,1200
2018,Thirunelveli City,Robbery,340
2018,Thirunelveli City,Kidnapping,340
2018,Thirunelveli City,Cyber Crime,1100
2018,Thirunelveli City,Road Accident Deaths,72
2018,Thirunelveli City,Economic Crime,1200
2018,Thiruvallur,Murder,340
2018,Thiruvallur,Assault,1200
2018,Thiruvallur,Theft,1200
2018,Thiruvallur,Robbery,340
2018,Thiruvallur,Kidnapping,340
2018,Thiruvallur,Cyber Crime,1100
2018,Thiruvallur,Road Accident Deaths,305
2018,Thiruvallur,Economic Crime,1200
2018,Thiruvannamalai,Murder,340
2018,Thiruvannamalai,Assault,1200
2018,Thiruvannamalai,Theft,1200
2018,Thiruvannamalai,Robbery,340
2018,Thiruvannamalai,Kidnapping,340
2018,Thiruvannamalai,Cyber Crime,1100
2018,Thiruvannamalai,Road Accident Deaths,470
2018,Thiruvannamalai,Economic Crime,1200
2018,Thiruvarur,Murder,340
2018,Thiruvarur,Assault,1200
2018,Thiruvarur,Theft,1200
2018,Thiruvarur,Robbery,340
2018,Thiruvarur,Kidnapping,340
2018,Thiruvarur,Cyber Crime,1100
2018,Thiruvarur,Road Accident Deaths,155
2018,Thiruvarur,Economic Crime,1200
2018,Thoothukudi,Murder,340
2018,Thoothukudi,Assault,1200
2018,Thoothukudi,Theft,1200
2018,Thoothukudi,Robbery,340
2018,Thoothukudi,Kidnapping,340
2018,Thoothukudi,Cyber Crime,1100
2018,Thoothukudi,Road Accident Deaths,356
2018,Thoothukudi,Economic Crime,1200
2018,Tiruppur,Murder,340
2018,Tiruppur,Assault,1200
2018,Tiruppur,Theft,1200
2018,Tiruppur,Robbery,340
2018,Tiruppur,Kidnapping,340
2018,Tiruppur,Cyber Crime,1100
2018,Tiruppur,Road Accident Deaths,599
2018,Tiruppur,Economic Crime,1200
2018,Tiruppur City,Murder,340
2018,Tiruppur City,Assault,1200
2018,Tiruppur City,Theft,1200
2018,Tiruppur City,Robbery,340
2018,Tiruppur City,Kidnapping,340
2018,Tiruppur City,Cyber Crime,1100
2018,Tiruppur City,Road Accident Deaths,138
2018,Tiruppur City,Economic Crime,1200
2018,Trichy,Murder,340
2018,Trichy,Assault,1200
2018,Trichy,Theft,1200
2018,Trichy,Robbery,340
2018,Trichy,Kidnapping,340
2018,Trichy,Cyber Crime,1100
2018,Trichy,Road Accident Deaths,478
2018,Trichy,Economic Crime,1200
2018,Trichy City,Murder,340
2018,Trichy City,Assault,1200
2018,Trichy City,Theft,1200
2018,Trichy City,Robbery,340
2018,Trichy City,Kidnapping,340
2018,Trichy City,Cyber Crime,1100
2018,Trichy City,Road Accident Deaths,120
2018,Trichy City,Economic Crime,1200
2018,Vellore,Murder,340
2018,Vellore,Assault,1200
2018,Vellore,Theft,1200
2018,Vellore,Robbery,340
2018,Vellore,Kidnapping,340
2018,Vellore,Cyber Crime,1100
2018,Vellore,Road Accident Deaths,228
2018,Vellore,Economic Crime,1200
2018,Villupuram,Murder,340
2018,Villupuram,Assault,1200
2018,Villupuram,Theft,1200
2018,Villupuram,Robbery,340
2018,Villupuram,Kidnapping,340
2018,Villupuram,Cyber Crime,1100
2018,Villupuram,Road Accident Deaths,482
2018,Villupuram,Economic Crime,1200
2018,Virudhunagar,Murder,340
2018,Virudhunagar,Assault,1200
2018,Virudhunagar,Theft,1200
2018,Virudhunagar,Robbery,340
2018,Virudhunagar,Kidnapping,340
2018,Virudhunagar,Cyber Crime,1100
2018,Virudhunagar,Road Accident Deaths,396
2018,Virudhunagar,Economic Crime,1200
2018,Cyber Cell,Murder,340
2018,Cyber Cell,Assault,1200
2018,Cyber Cell,Theft,1200
2018,Cyber Cell,Robbery,340
2018,Cyber Cell,Kidnapping,340
2018,Cyber Cell,Cyber Crime,1100
2018,Cyber Cell,Road Accident Deaths,0
2018,Cyber Cell,Economic Crime,1200
2018,Other Units,Murder,340
2018,Other Units,Assault,1200
2018,Other Units,Theft,1200
2018,Other Units,Robbery,340
2018,Other Units,Kidnapping,340
2018,Other Units,Cyber Crime,1100
2018,Other Units,Road Accident Deaths,0
2018,Other Units,Economic Crime,1200
2018,Chengalpattu,Murder,340
2018,Chengalpattu,Assault,1200
2018,Chengalpattu,Theft,1200
2018,Chengalpattu,Robbery,340
2018,Chengalpattu,Kidnapping,340
2018,Chengalpattu,Cyber Crime,1100
2018,Chengalpattu,Road Accident Deaths,433
2018,Chengalpattu,Economic Crime,1200
2018,Kallakurichi,Murder,340
2018,Kallakurichi,Assault,1200
2018,Kallakurichi,Theft,1200
2018,Kallakurichi,Robbery,340
2018,Kallakurichi,Kidnapping,340
2018,Kallakurichi,Cyber Crime,1100
2018,Kallakurichi,Road Accident Deaths,244
2018,Kallakurichi,Economic Crime,1200
2018,Ranipet,Murder,340
2018,Ranipet,Assault,1200
2018,Ranipet,Theft,1200
2018,Ranipet,Robbery,340
2018,Ranipet,Kidnapping,340
2018,Ranipet,Cyber Crime,1100
2018,Ranipet,Road Accident Deaths,229
2018,Ranipet,Economic Crime,1200
2018,Tiruppattur,Murder,340
2018,Tiruppattur,Assault,1200
2018,Tiruppattur,Theft,1200
2018,Tiruppattur,Robbery,340
2018,Tiruppattur,Kidnapping,340
2018,Tiruppattur,Cyber Crime,1100
2018,Tiruppattur,Road Accident Deaths,209
2018,Tiruppattur,Economic Crime,1200
2018,Tenkasi,Murder,340
2018,Tenkasi,Assault,1200
2018,Tenkasi,Theft,1200
2018,Tenkasi,Robbery,340
2018,Tenkasi,Kidnapping,340
2018,Tenkasi,Cyber Crime,1100
2018,Tenkasi,Road Accident Deaths,216
2018,Tenkasi,Economic Crime,1200
2018,TOTAL,Murder,340
2018,TOTAL,Assault,1200
2018,TOTAL,Theft,1200
2018,TOTAL,Robbery,340
2018,TOTAL,Kidnapping,340
2018,TOTAL,Cyber Crime,1100
2018,TOTAL,Road Accident Deaths,14157
2018,TOTAL,Economic Crime,1200
2019,Ariyalur,Murder,350
2019,Ariyalur,Assault,1250
2019,Ariyalur,Theft,1250
2019,Ariyalur,Robbery,350
2019,Ariyalur,Kidnapping,350
2019,Ariyalur,Cyber Crime,1250
2019,Ariyalur,Road Accident Deaths,157
2019,Ariyalur,Economic Crime,1300
2019,Chennai,Murder,350
2019,Chennai,Assault,1250
2019,Chennai,Theft,1250
2019,Chennai,Robbery,350
2019,Chennai,Kidnapping,350
2019,Chennai,Cyber Crime,1250
2019,Chennai,Road Accident Deaths,955
2019,Chennai,Economic Crime,1300
2019,Coimbatore,Murder,350
2019,Coimbatore,Assault,1250
2019,Coimbatore,Theft,1250
2019,Coimbatore,Robbery,350
2019,Coimbatore,Kidnapping,350
2019,Coimbatore,Cyber Crime,1250
2019,Coimbatore,Road Accident Deaths,581
2019,Coimbatore,Economic Crime,1300
2019,Coimbatore  City,Murder,350
2019,Coimbatore  City,Assault,1250
2019,Coimbatore  City,Theft,1250
2019,Coimbatore  City,Robbery,350
2019,Coimbatore  City,Kidnapping,350
2019,Coimbatore  City,Cyber Crime,1250
2019,Coimbatore  City,Road Accident Deaths,227
2019,Coimbatore  City,Economic Crime,1300
2019,Cuddalore,Murder,350
2019,Cuddalore,Assault,1250
2019,Cuddalore,Theft,1250
2019,Cuddalore,Robbery,350
2019,Cuddalore,Kidnapping,350
2019,Cuddalore,Cyber Crime,1250
2019,Cuddalore,Road Accident Deaths,514
2019,Cuddalore,Economic Crime,1300
2019,Dharmapuri,Murder,350
2019,Dharmapuri,Assault,1250
2019,Dharmapuri,Theft,1250
2019,Dharmapuri,Robbery,350
2019,Dharmapuri,Kidnapping,350
2019,Dharmapuri,Cyber Crime,1250
2019,Dharmapuri,Road Accident Deaths,301
2019,Dharmapuri,Economic Crime,1300
2019,Dindigul,Murder,350
2019,Dindigul,Assault,1250
2019,Dindigul,Theft,1250
2019,Dindigul,Robbery,350
2019,Dindigul,Kidnapping,350
2019,Dindigul,Cyber Crime,1250
2019,Dindigul,Road Accident Deaths,498
2019,Dindigul,Economic Crime,1300
2019,Erode,Murder,350
2019,Erode,Assault,1250
2019,Erode,Theft,1250
2019,Erode,Robbery,350
2019,Erode,Kidnapping,350
2019,Erode,Cyber Crime,1250
2019,Erode,Road Accident Deaths,484
2019,Erode,Economic Crime,1300
2019,Kanchipuram,Murder,350
2019,Kanchipuram,Assault,1250
2019,Kanchipuram,Theft,1250
2019,Kanchipuram,Robbery,350
2019,Kanchipuram,Kidnapping,350
2019,Kanchipuram,Cyber Crime,1250
2019,Kanchipuram,Road Accident Deaths,228
2019,Kanchipuram,Economic Crime,1300
2019,Kanyakumari,Murder,350
2019,Kanyakumari,Assault,1250
2019,Kanyakumari,Theft,1250
2019,Kanyakumari,Robbery,350
2019,Kanyakumari,Kidnapping,350
2019,Kanyakumari,Cyber Crime,1250
2019,Kanyakumari,Road Accident Deaths,300
2019,Kanyakumari,Economic Crime,1300
2019,Karur,Murder,350
2019,Karur,Assault,1250
2019,Karur,Theft,1250
2019,Karur,Robbery,350
2019,Karur,Kidnapping,350
2019,Karur,Cyber Crime,1250
2019,Karur,Road Accident Deaths,385
2019,Karur,Economic Crime,1300
2019,Krishnagiri,Murder,350
2019,Krishnagiri,Assault,1250
2019,Krishnagiri,Theft,1250
2019,Krishnagiri,Robbery,350
2019,Krishnagiri,Kidnapping,350
2019,Krishnagiri,Cyber Crime,1250
2019,Krishnagiri,Road Accident Deaths,532
2019,Krishnagiri,Economic Crime,1300
2019,Madurai,Murder,350
2019,Madurai,Assault,1250
2019,Madurai,Theft,1250
2019,Madurai,Robbery,350
2019,Madurai,Kidnapping,350
2019,Madurai,Cyber Crime,1250
2019,Madurai,Road Accident Deaths,518
2019,Madurai,Economic Crime,1300
2019,Madurai City,Murder,350
2019,Madurai City,Assault,1250
2019,Madurai City,Theft,1250
2019,Madurai City,Robbery,350
2019,Madurai City,Kidnapping,350
2019,Madurai City,Cyber Crime,1250
2019,Madurai City,Road Accident Deaths,148
2019,Madurai City,Economic Crime,1300
2019,Nagapattinam,Murder,350
2019,Nagapattinam,Assault,1250
2019,Nagapattinam,Theft,1250
2019,Nagapattinam,Robbery,350
2019,Nagapattinam,Kidnapping,350
2019,Nagapattinam,Cyber Crime,1250
2019,Nagapattinam,Road Accident Deaths,215
2019,Nagapattinam,Economic Crime,1300
2019,Namakkal,Murder,350
2019,Namakkal,Assault,1250
2019,Namakkal,Theft,1250
2019,Namakkal,Robbery,350
2019,Namakkal,Kidnapping,350
2019,Namakkal,Cyber Crime,1250
2019,Namakkal,Road Accident Deaths,404
2019,Namakkal,Economic Crime,1300
2019,Nilgiris,Murder,350
2019,Nilgiris,Assault,1250
2019,Nilgiris,Theft,1250
2019,Nilgiris,Robbery,350
2019,Nilgiris,Kidnapping,350
2019,Nilgiris,Cyber Crime,1250
2019,Nilgiris,Road Accident Deaths,31
2019,Nilgiris,Economic Crime,1300
2019,Perambalur,Murder,350
2019,Perambalur,Assault,1250
2019,Perambalur,Theft,1250
2019,Perambalur,Robbery,350
2019,Perambalur,Kidnapping,350
2019,Perambalur,Cyber Crime,1250
2019,Perambalur,Road Accident Deaths,160
2019,Perambalur,Economic Crime,1300
2019,Pudukottai,Murder,350
2019,Pudukottai,Assault,1250
2019,Pudukottai,Theft,1250
2019,Pudukottai,Robbery,350
2019,Pudukottai,Kidnapping,350
2019,Pudukottai,Cyber Crime,1250
2019,Pudukottai,Road Accident Deaths,352
2019,Pudukottai,Economic Crime,1300
2019,Ramnathapuram,Murder,350
2019,Ramnathapuram,Assault,1250
2019,Ramnathapuram,Theft,1250
2019,Ramnathapuram,Robbery,350
2019,Ramnathapuram,Kidnapping,350
2019,Ramnathapuram,Cyber Crime,1250
2019,Ramnathapuram,Road Accident Deaths,311
2019,Ramnathapuram,Economic Crime,1300
2019,Railway Chennai,Murder,350
2019,Railway Chennai,Assault,1250
2019,Railway Chennai,Theft,1250
2019,Railway Chennai,Robbery,350
2019,Railway Chennai,Kidnapping,350
2019,Railway Chennai,Cyber Crime,1250
2019,Railway Chennai,Road Accident Deaths,0
2019,Railway Chennai,Economic Crime,1300
2019,Railway Trichy,Murder,350
2019,Railway Trichy,Assault,1250
2019,Railway Trichy,Theft,1250
2019,Railway Trichy,Robbery,350
2019,Railway Trichy,Kidnapping,350
2019,Railway Trichy,Cyber Crime,1250
2019,Railway Trichy,Road Accident Deaths,0
2019,Railway Trichy,Economic Crime,1300
2019,Salem,Murder,350
2019,Salem,Assault,1250
2019,Salem,Theft,1250
2019,Salem,Robbery,350
2019,Salem,Kidnapping,350
2019,Salem,Cyber Crime,1250
2019,Salem,Road Accident Deaths,547
2019,Salem,Economic Crime,1300
2019,Salem City,Murder,350
2019,Salem City,Assault,1250
2019,Salem City,Theft,1250
2019,Salem City,Robbery,350
2019,Salem City,Kidnapping,350
2019,Salem City,Cyber Crime,1250
2019,Salem City,Road Accident Deaths,144
2019,Salem City,Economic Crime,1300
2019,Sivagangai,Murder,350
2019,Sivagangai,Assault,1250
2019,Sivagangai,Theft,1250
2019,Sivagangai,Robbery,350
2019,Sivagangai,Kidnapping,350
2019,Sivagangai,Cyber Crime,1250
2019,Sivagangai,Road Accident Deaths,313
2019,Sivagangai,Economic Crime,1300
2019,Thanjavur,Murder,350
2019,Thanjavur,Assault,1250
2019,Thanjavur,Theft,1250
2019,Thanjavur,Robbery,350
2019,Thanjavur,Kidnapping,350
2019,Thanjavur,Cyber Crime,1250
2019,Thanjavur,Road Accident Deaths,407
2019,Thanjavur,Economic Crime,1300
2019,Theni,Murder,350
2019,Theni,Assault,1250
2019,Theni,Theft,1250
2019,Theni,Robbery,350
2019,Theni,Kidnapping,350
2019,Theni,Cyber Crime,1250
2019,Theni,Road Accident Deaths,221
2019,Theni,Economic Crime,1300
2019,Thirunelveli,Murder,350
2019,Thirunelveli,Assault,1250
2019,Thirunelveli,Theft,1250
2019,Thirunelveli,Robbery,350
2019,Thirunelveli,Kidnapping,350
2019,Thirunelveli,Cyber Crime,1250
2019,Thirunelveli,Road Accident Deaths,259
2019,Thirunelveli,Economic Crime,1300
2019,Thirunelveli City,Murder,350
2019,Thirunelveli City,Assault,1250
2019,Thirunelveli City,Theft,1250
2019,Thirunelveli City,Robbery,350
2019,Thirunelveli City,Kidnapping,350
2019,Thirunelveli City,Cyber Crime,1250
2019,Thirunelveli City,Road Accident Deaths,74
2019,Thirunelveli City,Economic Crime,1300
2019,Thiruvallur,Murder,350
2019,Thiruvallur,Assault,1250
2019,Thiruvallur,Theft,1250
2019,Thiruvallur,Robbery,350
2019,Thiruvallur,Kidnapping,350
2019,Thiruvallur,Cyber Crime,1250
2019,Thiruvallur,Road Accident Deaths,311
2019,Thiruvallur,Economic Crime,1300
2019,Thiruvannamalai,Murder,350
2019,Thiruvannamalai,Assault,1250
2019,Thiruvannamalai,Theft,1250
2019,Thiruvannamalai,Robbery,350
2019,Thiruvannamalai,Kidnapping,350
2019,Thiruvannamalai,Cyber Crime,1250
2019,Thiruvannamalai,Road Accident Deaths,480
2019,Thiruvannamalai,Economic Crime,1300
2019,Thiruvarur,Murder,350
2019,Thiruvarur,Assault,1250
2019,Thiruvarur,Theft,1250
2019,Thiruvarur,Robbery,350
2019,Thiruvarur,Kidnapping,350
2019,Thiruvarur,Cyber Crime,1250
2019,Thiruvarur,Road Accident Deaths,158
2019,Thiruvarur,Economic Crime,1300
2019,Thoothukudi,Murder,350
2019,Thoothukudi,Assault,1250
2019,Thoothukudi,Theft,1250
2019,Thoothukudi,Robbery,350
2019,Thoothukudi,Kidnapping,350
2019,Thoothukudi,Cyber Crime,1250
2019,Thoothukudi,Road Accident Deaths,363
2019,Thoothukudi,Economic Crime,1300
2019,Tiruppur,Murder,350
2019,Tiruppur,Assault,1250
2019,Tiruppur,Theft,1250
2019,Tiruppur,Robbery,350
2019,Tiruppur,Kidnapping,350
2019,Tiruppur,Cyber Crime,1250
2019,Tiruppur,Road Accident Deaths,611
2019,Tiruppur,Economic Crime,1300
2019,Tiruppur City,Murder,350
2019,Tiruppur City,Assault,1250
2019,Tiruppur City,Theft,1250
2019,Tiruppur City,Robbery,350
2019,Tiruppur City,Kidnapping,350
2019,Tiruppur City,Cyber Crime,1250
2019,Tiruppur City,Road Accident Deaths,141
2019,Tiruppur City,Economic Crime,1300
2019,Trichy,Murder,350
2019,Trichy,Assault,1250
2019,Trichy,Theft,1250
2019,Trichy,Robbery,350
2019,Trichy,Kidnapping,350
2019,Trichy,Cyber Crime,1250
2019,Trichy,Road Accident Deaths,488
2019,Trichy,Economic Crime,1300
2019,Trichy City,Murder,350
2019,Trichy City,Assault,1250
2019,Trichy City,Theft,1250
2019,Trichy City,Robbery,350
2019,Trichy City,Kidnapping,350
2019,Trichy City,Cyber Crime,1250
2019,Trichy City,Road Accident Deaths,123
2019,Trichy City,Economic Crime,1300
2019,Vellore,Murder,350
2019,Vellore,Assault,1250
2019,Vellore,Theft,1250
2019,Vellore,Robbery,350
2019,Vellore,Kidnapping,350
2019,Vellore,Cyber Crime,1250
2019,Vellore,Road Accident Deaths,233
2019,Vellore,Economic Crime,1300
2019,Villupuram,Murder,350
2019,Villupuram,Assault,1250
2019,Villupuram,Theft,1250
2019,Villupuram,Robbery,350
2019,Villupuram,Kidnapping,350
2019,Villupuram,Cyber Crime,1250
2019,Villupuram,Road Accident Deaths,492
2019,Villupuram,Economic Crime,1300
2019,Virudhunagar,Murder,350
2019,Virudhunagar,Assault,1250
2019,Virudhunagar,Theft,1250
2019,Virudhunagar,Robbery,350
2019,Virudhunagar,Kidnapping,350
2019,Virudhunagar,Cyber Crime,1250
2019,Virudhunagar,Road Accident Deaths,404
2019,Virudhunagar,Economic Crime,1300
2019,Cyber Cell,Murder,350
2019,Cyber Cell,Assault,1250
2019,Cyber Cell,Theft,1250
2019,Cyber Cell,Robbery,350
2019,Cyber Cell,Kidnapping,350
2019,Cyber Cell,Cyber Crime,1250
2019,Cyber Cell,Road Accident Deaths,0
2019,Cyber Cell,Economic Crime,1300
2019,Other Units,Murder,350
2019,Other Units,Assault,1250
2019,Other Units,Theft,1250
2019,Other Units,Robbery,350
2019,Other Units,Kidnapping,350
2019,Other Units,Cyber Crime,1250
2019,Other Units,Road Accident Deaths,0
2019,Other Units,Economic Crime,1300
2019,Chengalpattu,Murder,350
2019,Chengalpattu,Assault,1250
2019,Chengalpattu,Theft,1250
2019,Chengalpattu,Robbery,350
2019,Chengalpattu,Kidnapping,350
2019,Chengalpattu,Cyber Crime,1250
2019,Chengalpattu,Road Accident Deaths,442
2019,Chengalpattu,Economic Crime,1300
2019,Kallakurichi,Murder,350
2019,Kallakurichi,Assault,1250
2019,Kallakurichi,Theft,1250
2019,Kallakurichi,Robbery,350
2019,Kallakurichi,Kidnapping,350
2019,Kallakurichi,Cyber Crime,1250
2019,Kallakurichi,Road Accident Deaths,249
2019,Kallakurichi,Economic Crime,1300
2019,Ranipet,Murder,350
2019,Ranipet,Assault,1250
2019,Ranipet,Theft,1250
2019,Ranipet,Robbery,350
2019,Ranipet,Kidnapping,350
2019,Ranipet,Cyber Crime,1250
2019,Ranipet,Road Accident Deaths,234
2019,Ranipet,Economic Crime,1300
2019,Tiruppattur,Murder,350
